"id";"lettre";"mot";"enonce";"interp";"regle"
"12547";"W";"Woman ";"See oneself in dream offered for sale and bought by a woman,   ";"announces that it could mean dignity, glory and sovereignty. Indeed, Allah The Almighty said “The man in Egypt who bought him, said to his wife: ""Make his stay (among us) honourable: may be he will bring us much good, or we shall adopt him as a son."" Thus did We establish Yusuf in the land, that We might teach him the interpretation of stories (and events). And Allah hath full power and control over His affairs; but most among mankind know it not.», (Yussuf, 21).";
"12548";"W";"Woman ";"The woman, who sees herself in dream copulated by a woman,   ";"announces that it could mean divorce or the approach of the death of her husband.";
"12549";"W";"Woman ";"See in a dream a naked woman without her knowledge,   ";"announces that it could mean faults and sins.";
"12550";"W";"Woman ";"See in a dream a beautiful woman getting into his house,   ";"announces that it could mean happiness.";
"12551";"W";"Woman ";"See in dream that in his locality, women dead are resurrected and decked,   ";"announces that it could mean improvement in situation for him or for the descendants of these women seen in the dream and depending on the color of their clothes and their beauty. Thus, the white means faith, the red means diversion, the black means fortune and reign. Dilapidated clothes mean poverty and sorrows and dirty clothes mean sins.";
"12552";"W";"Woman ";"See in dream a woman giving him a written notice or book,   ";"announces that it could mean joy.";
"12553";"W";"Woman ";"See in a dream a woman giving him a citron,   ";"announces that it could mean the birth of a boy.";
"12554";"W";"Woman ";"See in a dream a lame woman,   ";"announces that it could mean the bottlenecks in business.";
"12555";"W";"Woman ";"See in a dream a bald woman,   ";"announces that it could mean the occurrence of a disaster.";
"12556";"W";"Woman ";"See in dream a woman revealing her backside to him and watch it,   ";"announces that it might be a turnaround or debt because of a trade or power.";
"12557";"W";"Woman ";"See oneself in dream having genital organs like those of women,   ";"announces that it would mean humiliation and submission.";
"12558";"W";"Woman ";"See in dream a woman suspended by her breasts,   ";"announces that she could be engaged in adultery and having a child accordingly.";
"12559";"W";"Woman ";"See in dream a woman with a beard,   ";"announces that she could get sick, never have children or see the fortune of her husband and her son consolidated. This dream could also mean that her husband might be absent or she would give birth to a son if she is pregnant in state of awakening.";
"12560";"W";"Woman ";"The woman, who sees in dream a thin woman,   ";"announces that she could have difficulties in this year.";
"12561";"W";"Woman ";"See oneself in dream stained by the sperm of a woman,   ";"announces that she might be useful to him.";
"12562";"W";"Woman ";"See in dream a woman pissing in large quantities,   ";"announces that she would be concerned by men.";
"12563";"W";"Woman ";"The woman, who sees herself in dream copulating an unknown woman ,   ";"announces that she would be on a work without result or illicit ";
"12564";"W";"Woman ";"The woman, who sees herself in dream giving a knife to a woman,   ";"announces that she would love men of fame. The knife of pencil represents the writer, the knife of the strangler represents the butcher and the knife of the soldier represents power and service.  ";
"12565";"W";"Woman ";"The woman, who sees herself in dream copulating a known woman,   ";"announces that she would share her confidences with this woman who would support her in her words and acts. ";
"12566";"W";"Woman ";"See in dream angels in a feminine aspect,   ";"announces that the dreamer might attribute lies to Allah The Almighty. Indeed, Allah The Almighty said “Has then your Lord, (O pagans!) preferred for you sons, and taken for Himself daughters among the angels? Truly ye utter a most dreadful saying!”, (l-Israa, 40).";
"12567";"W";"Woman ";"See oneself in dream blowing his nose and a woman took his mucus,   ";"announces that this woman could mislead him and get pregnant as a result.";
"12568";"W";"Woman ";"See in a dream a woman with arm unveiled,   ";"announces that this would be his life in this world.";
"12569";"W";"Woman, Old woman ";"See oneself in dream wishing to have sex with an old woman who has accepted,   ";"announces that could mean benefits in this world.";
"12570";"W";"Woman, Old woman ";"See in a dream an old naked woman,   ";"announces that he may fall into the dishonor";
"12571";"W";"Woman, Old woman ";"See in a dream an old woman with sullen face,   ";"announces that he would risk his dignity to earn his living in this world.";
"12572";"W";"Woman, Old woman ";"The woman, who sees in dream an old woman,   ";"announces that it could be a good dream. If the hurdy-gurdy woman is made up and revealed, this dream represents chance, fortune and pregnancy after despair. It could also mean wiles, deceit, denigration, misfortune, sorrow and failure.";
"12573";"W";"Woman, Old woman ";"See in a dream an old Muslim woman,   ";"announces that it could mean a lawful fortune.";
"12574";"W";"Woman, Old woman ";"See in a dream an old veiled woman,   ";"announces that it could mean an affair that would cause remorse.";
"12575";"W";"Woman, Old woman ";"See in a dream an old woman decked and unveiled,   ";"announces that it could mean benefits in this world and good news.";
"12576";"W";"Woman, Old woman ";"See oneself in dream observing the back of an old woman,   ";"announces that it could mean deteriorating situation and discomfort.";
"12577";"W";"Woman, Old woman ";"See oneself in dream wishing to have sex with an old woman who was reluctant,   ";"announces that it could mean discomfort and difficulties in some affairs.";
"12578";"W";"Woman, Old woman ";"See oneself in dream crossing a bridge and find an old woman,   ";"announces that it could mean satisfaction of a desire after a trip such as pilgrimage or conquest. This is in case he would travel and is healthy. It might also mean good outcome in case of dispute or solicitation of a chief for a particular case.";
"12579";"W";"Woman, Old woman ";"See in a dream an old woman getting into his home,   ";"announces that it could mean the turnaround of the business.";
"12580";"W";"Woman, Old woman ";"See in a dream an old woman going out of his home,   ";"announces that it could mean trouble.";
"12581";"W";"Woman, Old woman ";"See in a dream an old disbeliever woman,   ";"announces that it could mean unlawful fortune";
"12582";"W";"Woman, Old woman ";"See in a dream an old ugly woman,   ";"announces that it would be a bad dream. It could mean a turnaround for the worse.";
"12583";"W";"Woman, Old woman ";"See in dream an old woman with milk in her breasts,   ";"announces that she might lose her fortune and getting poorer.";
"12584";"W";"Woman, Servant ";"See oneself in dream watching the vagina of a servant,   ";"announces that could mean benefits and good outcome.";
"12585";"W";"Woman, Servant ";"See in dream a servant calling people to turpitude,   ";"announces that he would be a misfortune.";
"12586";"W";"Woman, Servant ";"See in dream disbeliever servant decked,   ";"announces that it could it good news accompanied by obscene words.";
"12587";"W";"Woman, Servant ";"See in dream a servant wearing earrings,   ";"announces that it could mean a business in a prosperous place with women and servants well dressed and decked.";
